,Initial index,index in word-specific sheet,mass_rand,Text ID,Journal ,Context before,lemma,token,Context after,Sense,Object,unit,Singular/Plural,Construction ( need to think how I'll phrase this),Notable phrases,Preceded,Followed,Topic,commentary,Tagged context before,Tagged query item,Tagged context after,author,author-abbr,Author Frequency,title,tokens,type,year,URL,Matchbegin corpus position,Matchend corpus position
286,15179,4446,0.058978536,rsta_1903_0010,rsta,"the mountain upon the bay beneath , driving back its waters by their weight and momentum . So great a",mass,mass,of matter sweeping downwards with so high a velocity must certainly have a considerable effect in disturbing the hydrostatic equilibrium,N,GEO,None,S,,,DT,IN,GEOLOGY,,"the_DT mountain_NN upon_IN the_DT bay_NN beneath_IN ,_, driving_VVG back_RB its_PP$ waters_NNS by_IN their_PP$ weight_NN and_CC momentum_NN ._SENT So_RB great_JJ a_DT",mass_NN,of_IN matter_NN sweeping_VVG downwards_RB with_IN so_RB high_JJ a_DT velocity_NN must_MD certainly_RB have_VH a_DT considerable_JJ effect_NN in_IN disturbing_VVG the_DT hydrostatic_JJ equilibrium_NN,"Tempest Anderson, M. D., B. Sc., F. G. S.|John S. Flett, M. A., D. Sc., F. R. S. E.",T.Anderson,160,"IX. Report on the eruptions of the soufri\#xE8;re, St. Vincent, 1902, and on a visit to Montagne Pel\#xE8;e, in Martinique. -Part I.",128694,article,1903,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=15178,61849625,61849625.0
287,11895,3916,0.059122135,rspl_1888_0067,rspl,"layer is determined in the paper , and it appears that when the isothermal sphere has minimum temperature , the",mass,mass,"of the adiabatic atmosphere is a minimum relatively to that of the isothermal sphere . Numerical calculation shows , in",M,S,None,S,,,DT,IN,ASTRONOMY,,"layer_NN is_VBZ determined_VVN in_IN the_DT paper_NN ,_, and_CC it_PP appears_VVZ that_IN when_WRB the_DT isothermal_JJ sphere_NN has_VHZ minimum_JJ temperature_NN ,_, the_DT",mass_NN,"of_IN the_DT adiabatic_JJ atmosphere_NN is_VBZ a_DT minimum_NN relatively_RB to_TO that_DT of_IN the_DT isothermal_JJ sphere_NN ._SENT Numerical_JJ calculation_NN shows_NNS ,_, in_IN","G. H. Darwin, LL. D., F. R. S.",G.H.Darwin,152,"II. On the mechanical conditions of a swarm of meteorites, and on theories of Cosmogony.",7442,abstract,1888,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=11894,46562584,46562584.0
288,12306,4058,0.059262752,rsta_1889_0001,rsta,"we recede from the centre , the number of small ones preponderates more and more and , thus , the",mass,mass,continually diminishes with increasing distance . The loss to the system by evaporation falls principally on the smaller meteorites .,M,S,None,S,,,DT,RB,ASTRONOMY,,"we_PP recede_VVP from_IN the_DT centre_NN ,_, the_DT number_NN of_IN small_JJ ones_NNS preponderates_VVZ more_JJR and_CC more_JJR and_CC ,_, thus_RB ,_, the_DT",mass_NN,continually_RB diminishes_VVZ with_IN increasing_VVG distance_NN ._SENT The_DT loss_NN to_TO the_DT system_NN by_IN evaporation_NN falls_VVZ principally_RB on_IN the_DT smaller_JJR meteorites_NNS ._SENT,"G. H. Darwin, LL. D., F. R. S.",G.H.Darwin,152,"I. On the mechanical conditions of a swarm of meteorites, and on theories of cosmogony.",22436,article,1889,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=12305,47878987,47878987.0
289,3846,1325,0.059330467000000005,108396,transactions ,"directions , from any different positions in a given magnetic mass , possess equal and similar magnetic properties , the",mass,mass,"is said to be uniformly magnetized . 20 . In general , however , the intensity of magnetization must be",N,MAT,None,S,,,DT,VBZ,PHYSICS,,"directions_NNS ,_, from_IN any_DT different_JJ positions_NNS in_IN a_DT given_VVN magnetic_JJ mass_NN ,_, possess_VVP equal_JJ and_CC similar_JJ magnetic_JJ properties_NNS ,_, the_DT",mass_NN,"is_VBZ said_VVN to_TO be_VB uniformly_RB magnetized_VVN ._SENT 20_CD ._SENT In_IN general_JJ ,_, however_RB ,_, the_DT intensity_NN of_IN magnetization_NN must_MD be_VB",William Thomson,W.Thomson,101,A Mathematical Theory of Magnetism,13106,fla,1851,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3845,22201091,22201091.0
290,4871,1790,0.059462917000000004,108579,transactions ,the attraction of this mass on A parallel to x will obviously be the same as the attraction of the,mass,mass,"BCDE . This , indeed , our formula shows ; for if -Y be put for Y it does not",N,GEO,None,S,,,DT,NN,GEOLOGY,,the_DT attraction_NN of_IN this_DT mass_NN on_IN A_DT parallel_NN to_TO x_SYM will_MD obviously_RB be_VB the_DT same_JJ as_IN the_DT attraction_NN of_IN the_DT,mass_JJ,"BCDE_NN ._SENT This_DT ,_, indeed_RB ,_, our_PP$ formula_NN shows_NNS ;_: for_IN if_IN -Y_NN be_VB put_VVN for_IN Y_NP it_PP does_VVZ not_RB",John Henry Pratt,J.H.Pratt,228,"On the Effect of Local Attraction upon the Plumb-Line at Stations on the English Arc of the Meridian, between Dunnose and Burleigh Moor; And a Method of Computing Its Amount",8626,fla,1856,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4870,23902736,23902736.0
291,8445,3087,0.059584591,rstl_1873_0007,rstl,"are evolved , the reduction may be considered complete . The crystalline metallic sponge may now be squeezed into a",mass,mass,"round the platinum terminal , disconnected from the battery , quickly removed from the acid liquid , rinsed with a",N,MAT,None,S,,,DT,NN,CHEMISTRY,,"are_VBP evolved_VVN ,_, the_DT reduction_NN may_MD be_VB considered_VVN complete_JJ ._SENT The_DT crystalline_JJ metallic_JJ sponge_NN may_MD now_RB be_VB squeezed_VVN into_IN a_DT",mass_JJ,"round_NN the_DT platinum_NN terminal_NN ,_, disconnected_VVN from_IN the_DT battery_NN ,_, quickly_RB removed_VVN from_IN the_DT acid_JJ liquid_NN ,_, rinsed_VVN with_IN a_DT","William Crookes, F. R. S. \amp;c.",W.Crookes,410,VI. Researches on the atomic weight of thallium.,18911,article,1873,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8444,34381365,34381365.0
292,750,3,0.05971977,106478,transactions ,"has been dephlogisticated in this manner , a solution of it is obtained by adding warm water to the dephlogisticated",mass,mass,". The dephlogistication of 128 grs. of copper treated in this manner affords 11 cubic inches of inflammable air ,",N,C,None,S,,,JJ,SENT,CHEMISTRY,,"has_VHZ been_VBN dephlogisticated_VVN in_IN this_DT manner_NN ,_, a_DT solution_NN of_IN it_PP is_VBZ obtained_VVN by_IN adding_VVG warm_JJ water_NN to_TO the_DT dephlogisticated_JJ",mass_NN,"._SENT The_DT dephlogistication_NN of_IN 128_CD grs._NN of_IN copper_NN treated_VVN in_IN this_DT manner_NN affords_VVZ 11_CD cubic_JJ inches_NNS of_IN inflammable_JJ air_NN ,_,",Richard Kirwan,R.Kirwan,165,"Conclusion of the Experiments and Observations concerning the Attractive Powers of the Mineral Acids. By Richard Kirwan, Esq. F. R. S.",23235,fla,1783,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=749,10048458,10048458.0
293,3617,1259,0.06002742900000001,108466,transactions ,"by the jaxtaposition of two crystals with their optic axes at right angles to each other , produce a compound",mass,mass,", which will truly represent the bismuth in the direction of the force ; i. e. it will , in",N,MAT,None,S,,,JJ,WDT,PHYSICS,,"by_IN the_DT jaxtaposition_NN of_IN two_CD crystals_NNS with_IN their_PP$ optic_JJ axes_NNS at_IN right_JJ angles_NNS to_TO each_DT other_JJ ,_, produce_VV a_DT compound_JJ",mass_NN,",_, which_WDT will_MD truly_RB represent_VV the_DT bismuth_NN in_IN the_DT direction_NN of_IN the_DT force_NN ;_: i._JJ e._NN it_PP will_MD ,_, in_IN",Michael Faraday,M.Faraday,346,Experimental Researches in Electricity. Twenty-Second Series (Continued),14036,fla,1849,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3616,21227427,21227427.0
294,2859,822,0.060030123,108200,transactions ,"the under surface of the "" ovulum "" ? in addition to its sides . The lateral portion of this",mass,mass,"of granules VON BAER calls the disc ( "" discus proligerus "" ) fl , and the central thickened part",N,BIO,None,S,,,DT,IN,BIOLOGY,,"the_DT under_IN surface_NN of_IN the_DT ""_`` ovulum_NN ""_'' ?_SENT in_IN addition_NN to_TO its_PP$ sides_NNS ._SENT The_DT lateral_JJ portion_NN of_IN this_DT",mass_NN,"of_IN granules_NNS VON_NP BAER_NP calls_VVZ the_DT disc_NN (_( ""_`` discus_NN proligerus_NN ""_'' )_) fl_NN ,_, and_CC the_DT central_JJ thickened_VVN part_NN",Martin Barry,M.Barry,105,Researches in Embryology. First Series,19933,fla,1838,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=2858,19161379,19161379.0
295,8072,2948,0.060375278,rstl_1871_0009,rstl,"floor from its trabecular addition , up to the very point at which the trabeculae became confluent with the investing",mass,mass,"in the early embryo . Another return to embryonic conditions is well seen in the complete separation of the """,N,BIO,None,S,,,VVG,IN,BIOLOGY,,"floor_NN from_IN its_PP$ trabecular_JJ addition_NN ,_, up_RB to_TO the_DT very_JJ point_NN at_IN which_WDT the_DT trabeculae_NNS became_VVD confluent_NN with_IN the_DT investing_VVG",mass_NN,"in_IN the_DT early_JJ embryo_NN ._SENT Another_DT return_NN to_TO embryonic_JJ conditions_NNS is_VBZ well_RB seen_VVN in_IN the_DT complete_JJ separation_NN of_IN the_DT ""_``","William Kitchen Parker, F. R. S.",W.K.Parker,457,"VIII. On the structure and development of the skull of the common frog (\lt;italic\gt;Rana temporaria\lt;/italic\gt;, L.).",49493,article,1871,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8071,33084854,33084854.0
296,6214,2274,0.06050679,108823,transactions ,". Still we see it competent to arrest and originate quantities of force , which on comparison with its own",mass,mass,"are almost infinite , a small fraction of this force causing the double needle of the galvanometer to swing through",M,EQ,None,S,,,JJ,VBP,PHYSICS,,"._SENT Still_RB we_PP see_VVP it_PP competent_JJ to_TO arrest_VV and_CC originate_VV quantities_NNS of_IN force_NN ,_, which_WDT on_IN comparison_NN with_IN its_PP$ own_JJ",mass_NN,"are_VBP almost_RB infinite_JJ ,_, a_DT small_JJ fraction_NN of_IN this_DT force_NN causing_VVG the_DT double_JJ needle_NN of_IN the_DT galvanometer_NN to_TO swing_VV through_IN",John Tyndall,J.Tyndall,270,On the Absorption and Radiation of Heat by Gaseous Matter. Second Memoir,21492,fla,1862,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=6213,27308081,27308081.0
297,4879,1798,0.06054678,108579,transactions ,of the attracted station above the sea to each of the horizontal coordinates of the nearest angle of the attracting,mass,mass,"must be small , and so small that its square may be neglected . If any part of the attracting",N,GEO,None,S,,,VVG,MD,GEOLOGY,,of_IN the_DT attracted_VVN station_NN above_IN the_DT sea_NN to_TO each_DT of_IN the_DT horizontal_NN coordinates_VVZ of_IN the_DT nearest_JJS angle_NN of_IN the_DT attracting_VVG,mass_NN,"must_MD be_VB small_JJ ,_, and_CC so_RB small_JJ that_IN its_PP$ square_NN may_MD be_VB neglected_VVN ._SENT If_IN any_DT part_NN of_IN the_DT attracting_VVG",John Henry Pratt,J.H.Pratt,228,"On the Effect of Local Attraction upon the Plumb-Line at Stations on the English Arc of the Meridian, between Dunnose and Burleigh Moor; And a Method of Computing Its Amount",8626,fla,1856,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4878,23904155,23904155.0
298,3854,1333,0.061050099000000004,108396,transactions ,cos A2 If now we suppose any number of such bar-magnets to be put together so as to constitute a,mass,mass,"magnetized in parallel lines , infinitely small in all its dimensions , cos B the values of 0 and A",N,EQ,None,S,,,DT,VVN,PHYSICS,,cos_NN A2_NN If_IN now_RB we_PP suppose_VVP any_DT number_NN of_IN such_JJ bar-magnets_NNS to_TO be_VB put_VVN together_RB so_RB as_RB to_TO constitute_VV a_DT,mass_NN,"magnetized_VVN in_IN parallel_JJ lines_NNS ,_, infinitely_RB small_JJ in_IN all_PDT its_PP$ dimensions_NNS ,_, cos_NN B_NN the_DT values_NNS of_IN 0_CD and_CC A_NP",William Thomson,W.Thomson,101,A Mathematical Theory of Magnetism,13106,fla,1851,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3853,22207990,22207990.0
299,11297,3730,0.061709888,rstl_1885_0002,rstl,"through near the infundibulum , but the pituitary body ( pie . ) is seen as a large separate quasi-glandular",mass,mass,resting upon the basis cranii near the beginning of the parachordals or investing mass ( b.s. ) . These are,N,BIO,None,S,,,JJ,VVG,BIOLOGY,,"through_IN near_IN the_DT infundibulum_NN ,_, but_CC the_DT pituitary_JJ body_NN (_( pie_NN ._SENT )_) is_VBZ seen_VVN as_IN a_DT large_JJ separate_JJ quasi-glandular_JJ",mass_NN,resting_VVG upon_IN the_DT basis_NN cranii_NN near_IN the_DT beginning_NN of_IN the_DT parachordals_NNS or_CC investing_VVG mass_NN (_( b.s._NP )_) ._SENT These_DT are_VBP,"William Kitchen Parker, F. R. S.",W.K.Parker,457,II. On the structure and development of the skull in the mammalia.\#x2014;Part III. Insectivora.,107540,article,1885,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=11296,44244905,44244905.0
300,7607,2788,0.062376025,109005,transactions ,"without , such as the direct application of heat , so that the violent explosion or sudden decomposition of the",mass,mass,"is determined by applying heat to an extent which would , under normal conditions , be quite inadequate to bring",N,C,None,S,,,DT,VBZ,CHEMISTRY,,"without_IN ,_, such_JJ as_IN the_DT direct_JJ application_NN of_IN heat_NN ,_, so_RB that_IN the_DT violent_JJ explosion_NN or_CC sudden_JJ decomposition_NN of_IN the_DT",mass_NN,"is_VBZ determined_VVN by_IN applying_VVG heat_NN to_TO an_DT extent_NN which_WDT would_MD ,_, under_IN normal_JJ conditions_NNS ,_, be_VB quite_RB inadequate_JJ to_TO bring_VV",F. A. Abel,F.A.Abel,209,Contributions to the History of Explosive Agents,17437,fla,1869,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=7606,31785618,31785618.0
301,1761,290,0.062382626,107573,transactions ,"it is luminous , and the diminution of temperature must be proportional to the smallness of the mesh and the",mass,mass,"of the metal . The power of a metallic or other tissue to prevent explosion , will depend upon the",M,MAT,None,S,,,DT,IN,CHEMISTRY,,"it_PP is_VBZ luminous_JJ ,_, and_CC the_DT diminution_NN of_IN temperature_NN must_MD be_VB proportional_JJ to_TO the_DT smallness_NN of_IN the_DT mesh_NN and_CC the_DT",mass_NN,"of_IN the_DT metal_NN ._SENT The_DT power_NN of_IN a_DT metallic_JJ or_CC other_JJ tissue_NN to_TO prevent_VV explosion_NN ,_, will_MD depend_VV upon_IN the_DT",Humphry Davy,H.Davy,257,Some Researches on Flame,9618,fla,1817,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=1760,15067433,15067433.0
302,3940,1412,0.062880296,108410,transactions ,havema mas an arrangement such as that indicated in art . 6 . If a solid nucleus of comparatively small,mass,mass,"504 should be formed , the densities of its strata may be supposed such , as to be expressible according",M,GEO,None,S,,,JJ,CD,GEOLOGY,,havema_NN mas_NNS an_DT arrangement_NN such_JJ as_IN that_WDT indicated_VVD in_IN art_NN ._SENT 6_CD ._SENT If_IN a_DT solid_JJ nucleus_NN of_IN comparatively_RB small_JJ,mass_NN,"504_CD should_MD be_VB formed_VVN ,_, the_DT densities_NNS of_IN its_PP$ strata_NNS may_MD be_VB supposed_VVN such_JJ ,_, as_RB to_TO be_VB expressible_JJ according_VVG",Henry Hennessy,H.Hennessy,108,"The Figure and Primitive Formation of the Earth, or Researches in Terrestrial Physics. Part I",7827,fla,1851,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3939,22314553,22314553.0
303,4455,1564,0.063019611,108491,transactions ,"the sound was accompanied by the quivering of the mass of metal , and that when the vibrations of the",mass,mass,"ceased , the sound ceased likewise . The Professor limited himself to the description of the phenomenon and made no",N,MAT,None,S,,,DT,VVD,PHYSICS,,"the_DT sound_NN was_VBD accompanied_VVN by_IN the_DT quivering_VVG of_IN the_DT mass_NN of_IN metal_NN ,_, and_CC that_IN when_WRB the_DT vibrations_NN of_IN the_DT",mass_NN,"ceased_VVD ,_, the_DT sound_NN ceased_VVD likewise_RB ._SENT The_DT Professor_NP limited_VVD himself_PP to_TO the_DT description_NN of_IN the_DT phenomenon_NN and_CC made_VVD no_DT",John Tyndall,J.Tyndall,270,On the Vibrations and Tones Produced by the Contact of Bodies Having Different Temperatures,5299,fla,1854,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4454,23285559,23285559.0
304,8053,2929,0.063390276,rstl_1871_0009,rstl,", as in all the "" Sauropsida , "" confused in its ossification with the posterior face of the periotic",mass,mass,; nothing can more plainly bespeak caution in determining true morpho- . logical regions from encroaching bony growths ; we,N,BIO,None,S,,,JJ,NN,BIOLOGY,PERIOTIC MEANS RELATED TO STRUCTURES SITUATED AROUND THE INTERNAL EAR ,",_, as_IN in_IN all_PDT the_DT ""_`` Sauropsida_NP ,_, ""_'' confused_VVN in_IN its_PP$ ossification_NN with_IN the_DT posterior_JJ face_NN of_IN the_DT periotic_JJ",mass_NN,;_: nothing_NN can_MD more_RBR plainly_RB bespeak_VV caution_NN in_IN determining_VVG true_JJ morpho-_NN ._SENT logical_JJ regions_NNS from_IN encroaching_VVG bony_JJ growths_NNS ;_: we_PP,"William Kitchen Parker, F. R. S.",W.K.Parker,457,"VIII. On the structure and development of the skull of the common frog (\lt;italic\gt;Rana temporaria\lt;/italic\gt;, L.).",49493,article,1871,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8052,33072329,33072329.0
305,2979,912,0.063523297,108174,transactions ,resultant of the accumulated attractions of the mass upon a particle is directed to the centre of gravity of the,mass,mass,", and is the same as it would be if the whole attracting matter were collected in that point .",M,S,None,S,,CENTRE OF GRAVITY OF THE MASS,DT,CC,ASTRONOMY,,resultant_JJ of_IN the_DT accumulated_VVN attractions_NNS of_IN the_DT mass_NN upon_IN a_DT particle_NN is_VBZ directed_VVN to_TO the_DT centre_NN of_IN gravity_NN of_IN the_DT,mass_NN,",_, and_CC is_VBZ the_DT same_JJ as_IN it_PP would_MD be_VB if_IN the_DT whole_JJ attracting_VVG matter_NN were_VBD collected_VVN in_IN that_DT point_NN ._SENT",James Ivory,J.Ivory,365,"On the Conditions of Equilibrium of an Incompressible Fluid, the Particles of Which Are Acted upon by Accelerating Forces",11102,fla,1839,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=2978,19329751,19329751.0
306,8805,3122,0.063540974,rstl_1874_0010,rstl,of the gun-cotton at the far extremity was scattered in a burning state ; but a partial detonation of the,mass,mass,"was obtained , as indicated by the shattering of the extremity of the iron tube against which it rested .",N,MAT,None,S,,,DT,VBD,CHEMISTRY,,of_IN the_DT gun-cotton_NN at_IN the_DT far_JJ extremity_NN was_VBD scattered_VVN in_IN a_DT burning_NN state_NN ;_: but_CC a_DT partial_JJ detonation_NN of_IN the_DT,mass_NN,"was_VBD obtained_VVN ,_, as_RB indicated_VVN by_IN the_DT shattering_VVG of_IN the_DT extremity_NN of_IN the_DT iron_NN tube_NN against_IN which_WDT it_PP rested_VVD ._SENT","F. A. Abel, F. R. S.",F.A.Abel,172,X. Contributions to the history of explosive agents. \#x2014;Second memoir.,35844,article,1874,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8804,35086169,35086169.0
307,5758,2124,0.063555286,108715,transactions ,to the compartment from the centre of which it is drawn down . The difference between the attractions of the,mass,mass,"thus distributed 0 downwards , and of the mass as it lies in the Himmalayas , will give the horizontal",N,GEO,None,S,,,DT,RB,GEOLOGY,,to_TO the_DT compartment_NN from_IN the_DT centre_NN of_IN which_WDT it_PP is_VBZ drawn_VVN down_RP ._SENT The_DT difference_NN between_IN the_DT attractions_NNS of_IN the_DT,mass_NN,"thus_RB distributed_VVN 0_CD downwards_RB ,_, and_CC of_IN the_DT mass_NN as_IN it_PP lies_VVZ in_IN the_DT Himmalayas_NP ,_, will_MD give_VV the_DT horizontal_JJ",John Henry Pratt,J.H.Pratt,228,"On the Deflection of the Plumb-Line in India, Caused by the Attraction of the Himmalaya Mountains and of the Elevated Regions Beyond; and Its Modification by the Compensating Effect of a Deficiency of Matter below the Mountain Mass",12397,fla,1859,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5757,25980183,25980183.0
308,5443,2025,0.063658153,108661,transactions ,olivary sac is a separate elongated mass composed of the same kind of cells ; and a similar but larger,mass,mass,"( broken into parts by bundles of the deep arciform fibres ) is found in front of the lamina ,",N,BIO,None,S,,,JJR,VVN,BIOLOGY,,olivary_JJ sac_NN is_VBZ a_DT separate_JJ elongated_VVN mass_NN composed_VVN of_IN the_DT same_JJ kind_NN of_IN cells_NNS ;_: and_CC a_DT similar_JJ but_CC larger_JJR,mass_NN,"(_( broken_VVN into_IN parts_NNS by_IN bundles_NNS of_IN the_DT deep_JJ arciform_JJ fibres_NNS )_) is_VBZ found_VVN in_IN front_NN of_IN the_DT lamina_NN ,_,",J. Lockhart Clarke,J.Lockhart,173,"Researches on the Intimate Structure of the Brain, Human and Comparative.--First Series. On the Structure of the Medulla oblongata",17423,fla,1858,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5442,25074124,25074124.0
309,2977,910,0.064484022,108174,transactions ,"zero at the upper surface , all the level surfaces will be ascertained ; this determines the form of the",mass,mass,; and the equilibrium follows from the consideration that the level surfaces at all depths are determinate curves . Of,N,F,None,S,,,DT,CC,ASTRONOMY,,"zero_VV at_IN the_DT upper_JJ surface_NN ,_, all_PDT the_DT level_NN surfaces_VVZ will_MD be_VB ascertained_VVN ;_: this_DT determines_VVZ the_DT form_NN of_IN the_DT",mass_NN,;_: and_CC the_DT equilibrium_NN follows_VVZ from_IN the_DT consideration_NN that_IN the_DT level_NN surfaces_VVZ at_IN all_DT depths_NNS are_VBP determinate_JJ curves_NNS ._SENT Of_IN,James Ivory,J.Ivory,365,"On the Conditions of Equilibrium of an Incompressible Fluid, the Particles of Which Are Acted upon by Accelerating Forces",11102,fla,1839,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=2976,19329534,19329534.0
310,11686,3840,0.064540981,rsta_1887_0013,rsta,"of the two masses . Let SI , Si , denote the moments of inertia of the shells of zero",mass,mass,"lying on the mean spheres of radii Then where , and where the integral is taken tbroughout angular space .",M,F,None,S,,,CD,VVG,PHYSICS,,"of_IN the_DT two_CD masses_NNS ._SENT Let_VV SI_NP ,_, Si_NP ,_, denote_VVP the_DT moments_NNS of_IN inertia_NN of_IN the_DT shells_NNS of_IN zero_CD",mass_NN,"lying_VVG on_IN the_DT mean_JJ spheres_NNS of_IN radii_NNS Then_RB where_WRB ,_, and_CC where_WRB the_DT integral_JJ is_VBZ taken_VVN tbroughout_NN angular_JJ space_NN ._SENT","G. H. Darwin, M. A., LL. D., F. R. S.",G.H.Darwin,200,XIII. On figures of equilibrium of rotating masses of fluid.,14855,article,1887,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=11685,45993336,45993336.0
311,4559,1618,0.06505658,108509,transactions ,"induced state of the body , and the relation of that state to . the forces which act upon the",mass,mass,. We have seen that in all cases the antithesis between both classes of bodies is maintained. . Whatever therefore,M,EQ,None,S,,,DT,SENT,PHYSICS,,"induced_VVN state_NN of_IN the_DT body_NN ,_, and_CC the_DT relation_NN of_IN that_WDT state_VVP to_TO ._SENT the_DT forces_NNS which_WDT act_VVP upon_IN the_DT",mass_NN,._SENT We_PP have_VHP seen_VVN that_IN in_IN all_DT cases_NNS the_DT antithesis_NN between_IN both_DT classes_NNS of_IN bodies_NNS is_VBZ maintained._JJ ._SENT Whatever_WDT therefore_RB,John Tyndall,J.Tyndall,270,"The Bakerian Lecture:--On the Nature of the Force by Which Bodies Are Repelled from the Poles of a Magnet; to Which is Prefixed, an Account of Some Experiments on Molecular Influences",26358,fla,1855,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4558,23462646,23462646.0
312,4885,1804,0.065671779,108579,transactions ,communication of the Astronomer Royal on the density of table-lands supposed to be supported by a dense fluid or semifluid,mass,mass,", and the use he makes of his suggestions to remove the discrepancy , pointed out in my first communication",N,F,None,S,,FLUID MASS,JJ,CC,GEOLOGY,,communication_NN of_IN the_DT Astronomer_NN Royal_NP on_IN the_DT density_NN of_IN table-lands_NNS supposed_VVN to_TO be_VB supported_VVN by_IN a_DT dense_JJ fluid_NN or_CC semifluid_JJ,mass_NN,",_, and_CC the_DT use_NN he_PP makes_VVZ of_IN his_PP$ suggestions_NNS to_TO remove_VV the_DT discrepancy_NN ,_, pointed_VVD out_RP in_IN my_PP$ first_JJ communication_NN",John Henry Pratt,J.H.Pratt,228,"On the Effect of Local Attraction upon the Plumb-Line at Stations on the English Arc of the Meridian, between Dunnose and Burleigh Moor; And a Method of Computing Its Amount",8626,fla,1856,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4884,23906502,23906502.0
313,5804,2170,0.066030381,108715,transactions ,the meridian deflection at A caused by a mass 1000 feet high . Hence the average height of the whole,mass,mass,"27""1,978 x 1000 27 "" =4812 feet =0 911 mile . And the volume of the whole mass =area of",N,GEO,None,S,,,JJ,JJ,GEOLOGY,,the_DT meridian_JJ deflection_NN at_IN A_DT caused_VVN by_IN a_DT mass_JJ 1000_CD feet_NNS high_JJ ._SENT Hence_RB the_DT average_JJ height_NN of_IN the_DT whole_JJ,mass_NN,"27""1,978_JJ x_SYM 1000_CD 27_CD ""_`` =4812_JJ feet_NNS =0_JJ 911_CD mile_NN ._SENT And_CC the_DT volume_NN of_IN the_DT whole_JJ mass_NN =area_NN of_IN",John Henry Pratt,J.H.Pratt,228,"On the Deflection of the Plumb-Line in India, Caused by the Attraction of the Himmalaya Mountains and of the Elevated Regions Beyond; and Its Modification by the Compensating Effect of a Deficiency of Matter below the Mountain Mass",12397,fla,1859,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5803,25987207,25987207.0
